Logo,Payment method name,Category,Payer's country,Country of business registration
https://fondy.ua/uploads/2021/12/huttenberger.svg,Hüttenberger Bank eG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/Hypo-200.svg,HypoVereinsbank,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/ibercaja-1.svg,Ibercaja Banco,Online banking,Spain,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/icabanken.svg,ICA Banken,Online banking,Sweden,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/ing.svg,ING Bank,Online banking,"Austria,  Spain,  the Netherlands,  Germany,  Poland","Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/inteligo-1.svg,Inteligo Bank,Online banking,Poland,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2022/01/IBB.svg,Internationales Bankhaus Bodensee AG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/Intesa-Sanpaolo-200.svg,Intesa Sanpaolo,Online banking,Italy,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/Jyske-200.svg,Jyske Bank,Online banking,Denmark,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/kbc.svg,KBC,Online banking,Belgium,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/knab-1.svg,Knab,Online banking,Netherlands,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/kreditbanken.svg,Kreditbanken,Online banking,Denmark,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2022/01/klb.svg,Kurhessische Landbank eG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/kutxabank.svg,Kutxabank,Online banking,Spain,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/laboralkutxa.svg,Laboral Kutxa,Online banking,Spain,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/landbank.svg,Landbank Horlofftal eG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/rentenbank.svg,Landwirtschaftliche Rentenbank,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/lansforsakringar.svg,Länsförsäkringar,Online banking,Sweden,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/lhv.svg,LHV Pank,Online banking,Estonia,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/lloyds-1.svg,Lloyds Bank,Online banking,United Kingdom,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/luminor.svg,Luminor Bank AS,Online banking,"Estonia,  Latvia,  Lithuania","Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/m_s.svg,M&S Bank,Online banking,United Kingdom,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/Ma-Banque.svg,Ma Banque,Online banking,France,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/markische.svg,Märkische Bank eG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/mbank.svg,mBank,Online banking,"Poland,  the Czech Republic","Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/mbna.svg,MBNA,Online banking,United Kingdom,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/mendener.svg,Mendener Bank eG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/metrobank.svg,Metro Bank,Online banking,United Kingdom,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/millennium.svg,Millennium Bank,Online banking,Poland,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/monabanq-1.svg,Monabanq,Online banking,France,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/monzo.svg,Monzo,Online banking,United Kingdom,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/mps-1.svg,MPS,Online banking,Italy,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/munchner.svg,Münchner Bank eG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/munsterlandische.svg,Münsterländische Bank Thie & Co. KG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/n26.svg,N26,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2022/01/NatWest.svg,National Westminster Bank,Online banking,United Kingdom,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/nationwide.svg,Nationwide Building Society,Online banking,United Kingdom,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/nordea.svg,Nordea,Online banking,"Denmark,  Estonia,  Norway,  Finland,  Sweden","Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/nordfyns.svg,Nordfyns Bank,Online banking,Denmark,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/nordjyske.svg,Nordjyske Bank,Online banking,Denmark,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/noris.svg,norisbank,Online banking,Denmark,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/Oma-Säästöpankki.svg,Oma Säästöpankki,Online banking,Finland,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/onstmettinger.svg,Onstmettinger Bank eG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/opbank.svg,OP,Online banking,Finland,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/openbank.svg,Openbank,Online banking,Spain,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/pko.svg,PKO Bank Polski,Online banking,Poland,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/poppankki.svg,POP Pankki,Online banking,Finland,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/dpostbank.svg,Postbank,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/postova-1.svg,Poštová banka,Online banking,Slovakia,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/postovni.svg,Poštovní spořitelna,Online banking,Czech Republic,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/rabobank-1.svg,Rabobank,Online banking,Netherlands,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/raiffeisen.svg,Raiffeisen Bank,Online banking,"Austria,  Italy,  Germany,  Poland","Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2022/01/Renta.svg,Renta 4 Banco S.A.,Online banking,Spain,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/revolut.svg,Revolut,Online banking,United Kingdom,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/ringkjobing.svg,Ringkjøbing Landbobank A/S,Online banking,Denmark,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/rbs.svg,Royal Bank of Scotland,Online banking,United Kingdom,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2022/01/S-Pankki.svg,S-Pankki,Online banking,Finland,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/saastopankki.svg,Säästöpankki,Online banking,Finland,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/santander.svg,Santander,Online banking,"United Kingdom,  Spain,  Poland","Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/sbanken.svg,Sbanken ASA,Online banking,Norway,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
,Sberbank,Online banking,Czech Republic,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/scharnhauser.svg,Scharnhauser Bank eG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/schrobenhausener.svg,Schrobenhausener Bank eG,Online banking,Germany,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/seb.svg,SEB,Online banking,"Estonia,  Latvia,  Lithuania,  Sweden","Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/selfbank.svg,Self Bank,Online banking,Spain,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/siauliu.svg,Šiaulių bankas,Online banking,Lithuania,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/Skandiabanken.svg,Skandiabanken,Online banking,"Norway,  Sweden","Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/skjern-1.svg,Skjern Bank,Online banking,Denmark,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/S_Sporitelna-200.svg,Slovenská sporiteľňa,Online banking,Slovakia,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/Société-de-Banque-Monaco-200.svg,Société de Banque Monaco,Online banking,France,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
https://fondy.ua/uploads/2021/12/societegenerale.svg,Société Générale,Online banking,France,"Austria,  Belgium,  Bulgaria,  United Kingdom,  Greece,  Denmark,  Estonia, Ireland, Spain, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Germany, Poland, Portugal, Romania, Slovakia, Slovenia, Hungary, Finland, France, Croatia, Czech Republic, Sweden"
